name,line
Murr,"Isn't it Oz? He's not here right now, but he is the strongest."
Narrator,"Upon hearing Oz's name, Arthur shifts in his seat, his restlessness apparent. Next to him, Riquet's face - as lovely as a maiden's - hardens into a frown."
Riquet,So Oz is the person in charge then? I see. When will he be here?
Arthur,That's an excellent question. Does anyone know?
Narrator,"His question is met with silence from the table. Arthur looks crestfallen, and Riquet raises an eyebrow."
Arthur,So nobody knows......
Riquet,So nobody knows at all?
Cain,"I'll introduce him instead. Oz is a Central wizard. He used to be the instructor of the Central wizards...... He was our... What was the word? He was our teacher and trainer. He's the strongest wizard of us all. I'm sure many of you know of him, but he doesn't really show his face around here often. That's it for our introductions. Could the Western wizards introduce themselves next?"
Shylock,"I'm the Western wizard Shylock. I was the teacher of the Western wizards - just in name, though."
Murr,I'm the Western wizard Murr! I love shiny things!
Rustica,Murr? Are you the famous philosopher?
Narrator,"The young man with the bearing of a noble looks at Murr, surprised."
Rustica,"How unexpected. I'm honored to meet you, Philosopher Murr."
Chloe,Do you know him?
Rustica,"He's a very knowledgeable scholar, and one of the greatest minds of our era. His research involves the truth of the universe, and the < Great Catastrophe >."
Chloe,"Wow, that's incredible!"
Murr,"Grrr~, woof woof!!"
Chloe,.............!? What was that!? Is this what they say about the thin line between geniuses and freaks?
Rustica,What a magnificent cry. I'm impressed.
Shylock,It's been a while since I met someone with praise for Murr. May I ask for your names?
Rustica,"My, I apologize. My name is Rustica. And this is Chloe."
Chloe,"Hello, I'm Chloe. I've been traveling with Rustica, and he's been teaching me magic over the course of our journey. That's why I'm like Rustica's pupil. My dream is to become the best tailor in the land!"
Shylock,Were you traveling with a purpose? Or was it a journey without a goal?
Rustica,We're on a journey to find my lost bride.
Shylock,"A journey of love, I see. What kind of person is she?"
Rustica,She's a wonderful person.
Shylock,Anything else?
Rustica,She's a wonderful person.
Chloe,"Um, I'm sorry.... It's kind of, uh, really hard to explain...."
Shylock,No worries. I'm quite familiar with lunatics.
Murr,Lunatics are the best! I love all things weird!
Narrator,Rustica turns his gaze on me with an elegant smile.
Rustica,"Sir Sage, you came from an unknown world - were you on a journey too?"
Akira,"I wasn't traveling, but...... Before I knew it, I ended up here."
Rustica,That's nice. You didn't have to go through the trouble of packing.
Akira,A-ahaha. That's true.
Chloe,"How are you going to get back? Can I visit your world too, Sir Sage?"
Akira,We actually don't know how I can return yet...... We're currently searching for a way.
Chloe,Oh...... I see. I'm sorry.
Narrator,"Chloe takes in my predicament, and furrows his brows in sympathy. But his face immediately brightens up with an encouraging smile."
Chloe,"Then, when you find out how to get home, take me with you! Until then, I'll make lots of clothes for you, Sir Sage."
Akira,Thank you.
Rustica,Chloe is very clever with his hands.
Chloe,"Ehehe. See, I designed and made Rustica's clothes. I'll make clothes for everyone else too!"
Shylock,"Faust, how about you ask him to make you some clothes? Weren't yours ruined during our last battle?"
Narrator,"Faust, who had been drinking his tea, gives Shylock a wordless gaze. Shylock smiles and continues talking."
Shylock,Please introduce the Eastern wizards next.
Narrator,"In the sage's manual, it says that the Eastern wizards hate humans. True to their description, they look more uncomfortable than anyone else in the room. They were the first to grab the seats at the end of the table."
Faust,............
Narrator,"Faust places his cup on the table. His gaze is fixed downwards as he interlocks his fingers and falls into a long, deep silence."
Akira,"Um, if you're still feeling unwell, please don't force yourself......"
Faust,"Eastern wizard, Faust."
Chloe,....Anything else?
Faust,No.
Heathcliff,Ah.... Mr. Faust kept all the Eastern wizards together. He's my teacher.
Narrator,"Heathcliff adds on timidly, trying to help. But Faust simply furrows his eyebrows even more."
Faust,There is no reason for you to treat me like a teacher.
Heathcliff,But.....
Faust,Two of us turned to stone.
Narrator,"Faust's voice is hoarse. A heavy silence falls across the room. I don't know what to say, but as I struggle to find the right words, two voices speak up at the same time."
Lennox,In the previous battle.....
Figaro,The catastrophe.....
Lennox,"Ah, go ahead, Dr. Figaro."
Figaro,"No, you speak first."
Riquet,Excuse me.
Narrator,"As the Southern wizards press each other to speak first, Riquet raises his hand. For some reason, Murr calls on him like a teacher."
Murr,"Yes, Riquet. You may speak."
Riquet,"You said your name was Faust. Are you by any chance the holy wizard Faust, who was said to be involved in the founding of the Central Country Kingdom?"
Narrator,Faust refuses to meet his gaze.
Faust,You have the wrong person.
Riquet,But.....
Faust,............
Akira,"Ah... Um, there was a wizard like that?"
Riquet,Yes. He's a noble wizard who dedicated his life to serving humans. Father Priest always told me to look to him as my role model.
Faust,Heathcliff. You're next.
Heathcliff,"Ah.... Yes. I'm Heathcliff, a wizard from Eastern Country. ....Please take care of me."
Cain,"Heath and I are close in age, so we hung out pretty often. I'll introduce you later, Prince Arthur. You too, Riquet."
Arthur,I see. Nice to meet you.
Riquet,Nice to meet you......
Heathcliff,Ah.... Yes. Hi.
Faust,Keep going in order.
Nero,"Okay, guess I'm next, then...... I'm Nero. Uh..... That's all."
Faust,Are you stupid? You told us absolutely nothing about yourself.
Nero,You pretty much did the same.......
Faust,What was that?
Nero,"Nevermind..... Uh, I ran a restaurant in Eastern Country."
Mitile,"Nii-sama, did you hear that? He ran his own restaurant."
Rutile,That's amazing. You must be a wonderful chef.
Nero,"Uh, thanks..... And that's why I'd like to go back as soon as I can...... The < Great Catastrophe > only attacks once a year, right? I'll just show up when the time comes. Sorry, but does that sound all right to you all?"
Shylock,"That's absolutely fine. Up till now, no one but the Sage lived in this building - the only time we all got together was to defeat the catastrophe....."
Cain,"Wait. Hold up one second. I was going to bring this up later, but... As everyone here knows, the < Great Catastrophe > this year was different - it was powerful."
Cain,"It turned ten of our comrades to stone. In order to prevent such a tragedy from repeating itself, we need to train together and plan ahead; I want us to build our sense of unity as a group."
Nero,....What are you trying to say?
Cain,We're all going to live here together and prepare for the next attack.
Cain,We're all going to live here together and prepare for the next attack.
Snow,I think that's a good plan.
White,"I agree. We have ten new wizards, after all. It would be quite difficult for all of us to work together on short notice."
Snow,"On top of that, there's the issue of our bizarre injuries. How does that sound to you all?"
Narrator,"I look across the room, surveying everyone's reactions. All of the Eastern wizards immediately look disgusted."
Faust,Living together.....?
Heathcliff,Here? For a whole year....?
Nero,I would seriously rather not.....
Narrator,But there is one Eastern wizard who voices his agreement.
Shino,I'm fine with that. I can sleep anywhere so long as I have a roof over my head.
Cain,And you are?
Shino,"Shino, an Eastern wizard. I'm the guardian of Sherwood Forest, and a servant of the Blanchett family."
Faust,....The Blanchett family? So you mean Heath's family?
Narrator,Heathcliff steals a sideways glance at Shino before nodding with a sigh.
Heathcliff,....Shino is my childhood friend.
Narrator,Faust looks at the two of them and raises his eyebrows in exasperation.
Faust,....Why don't any of you know how to introduce yourselves?
Nero,"I mean, considering the example that you set....."
Faust,Shino.
Shino,What.
Heathcliff,"Hey, be polite. Mr. Faust is our teacher."
Shino,I haven't learned a single thing from him. Besides his name.
Faust,And I haven't been paid for any services. Are you Heathcliff's friend?
Narrator,Shino shoots a quick glare in Heathcliff's direction.
Shino,No. We're not friends.
Narrator,Heathcliff looks ready to pop a vein.
Heathcliff,"Oh, is that so?"
I can feel a sharp tension in the air,"the two of them are keenly aware of each other, yet stubbornly refuse to make eye contact."
Shino,I serve Master and Mistress - Heath just happens to be their child.
Heathcliff,"Yes, that's right. And you just happen to be one of our servants."
Shino,Exactly.
Heathcliff,I see how it is.
Shino,Hmph.
Nero,What's going on...? Are you two fighting....?
Heathcliff & Shino,Not at all.
Faust,"And I don't care. But Shino, listen to me."
Shino,What.
Faust,"This was Heathcliff's first battle. And it was a bitter, traumatic one: he lost two comrades right before his eyes."
Shino,..........
Heathcliff,............
Faust,"Be kind to him, at least for tonight."
Shino,.....Got it.
Faust,Good. That's it for Eastern Country introductions. Next.
Narrator,"I look at Faust in surprise. He has an unapproachable air, but he isn't unkind."
Akira,(And I hear he was gravely injured protecting his comrade....)
Figaro,"I guess we'll go through our introductions next. But first, can I ask a question?"
Akira,Ah... Go ahead.
Figaro,Did the Southern wizards chosen before us all turn to stone?
Narrator,"Every wizard who fought against the < Great Catastrophe > falls silent at Figaro's question. After a long pause, the twins nod."
Snow,They did.
White,The kind Southern wizards stepped forward and tried to protect the rest of us.....
Mitile,....So they really.....
Rutile,".....I see..... They were such kind people, after all......"
Lennox,............
Narrator,"A cloud hangs over the Southern wizards' expressions. I, too, am shocked. So I hadn't met a Southern wizard until now because they had all passed away."
Figaro,"I see..... Ah, I mean. I had prepared myself for this news, as unfortunate as it is. But if that's the case.... Then I can agree to living together. I don't want to let these boys turn to stone. I want to train them so they're prepared to fight the < Great Catastrophe >."
Mitile,"Train us.... You say that, but doesn't that go for you too, Dr. Figaro? You can't use strong magic either. Plus, you said your back hurts because you rarely get to exercise."
Figaro,Ahahaha. Good point.
Snow,Figaro.
White,Oh Figaro.
Figaro,Can the cute little twins over there stay quiet for a second?
Snow,He called us cute.
White,Then I guess we can stay quiet.
Rutile,Do you know those twins?
Figaro,"Somewhat. Ah, excuse me, I'm getting sidetracked. Let me introduce myself again. I'm Figaro, a Southern wizard. I run a small clinic in Southern Country."
Rustica,So you're a doctor? That's wonderful.
Figaro,"Thank goodness I'm a wizard. Because even if I slip up during a surgery, I can always get away with it by turning my patient into a zombie."
Rustica,..........
Figaro,I'm just kidding.
Rutile,I'm Rutile. I teach at a school in the South. And this is my little brother Mitile.
Mitile,"I'm Mitile. I'm in school, but I'm also learning magic from Dr. Figaro. I'm still learning and improving, but I'll become a great wizard one day! So please don't look down on us just because we're from the South."
Narrator,I can't help but smile at Mitile's enthusiasm. I remember how I wanted to get good grades and impress my teachers when I had just started attending school.
Akira,Of course. Please do your best.
Mitile,Thank you!
Shino,But Southern wizards are weak.
Mitile,............
Shino,"Plus, they're easily swayed by their emotions. No matter where you go, Southern wizards just drag the rest of us down."
Heathcliff,Shino!
Shino,It's better to tell them now - so they won't get wiped out later.
Mitile,"....Yeah, well, Eastern wizards have terrible personalities and foul mouths."
Rutile,"Hey now, Mitile!"
Shino,What?
Heathcliff,What?
Nero,What?
Faust,What?
Mitile,"Eastern wizards and Northern wizards give all of us wizards a bad reputation! You guys were fighting against the Central Country army earlier today, too!"
Faust,"Oh? Are you saying the wizards of Southern Country would've solved the problem by letting them burn you to the ground? I see. So that's what you're teaching them, Figaro."
Figaro,"Don't take it the wrong way, Faust."
Mitile,Dr. Figaro! You said that wizards and humans should help each other!
Figaro,I did say that. I sure did say that.
Faust,You irresponsible man..... You haven't changed in the least.
Figaro,"Hey, come on now, Faust....."
Rutile,Is he an acquaintance?
Figaro,"I guess he might be, you know?"
Lennox,....I think I do know him.
Narrator,"Lennox finally breaks his long silence, his expression unchanging. He sets his eyes on Faust and stands from his seat. The leg of his chair catches the tablecloth, which in turn pulls the plates toward the edge of the table; they look like they're about to fall, but Lennox pays no heed."
Lennox,Sir Faust - Central Country's founding hero. I am the wizard Lennox who fought under your command. I have been searching for you.
Mitile,Really!?
Rutile,Really!?
Narrator,"The brothers exclaim in surprise as they lean forward to catch the plates, inches from the ground. Lennox comes to his senses and turns around."
Lennox,....Thank you for catching the plates. But why are you so surprised?
Mitile,Because we thought you were just a normal shepherd until yesterday. And now you're an weathered warrior and all.....
Rutile,And you were searching for someone all this time? Why didn't you tell us? You could've talked to us about it.
Narrator,"Faust, on the other hand, immediately looks disgusted."
Faust,.....You've got the wrong man.
Lennox,Sir Faust.....
Narrator,"Before Lennox can press him further, the twins interrupt with a sigh."
Snow,"Goodness gracious, everyone here seems to be tangled up in connections."
White,It looks like this year's < Great Catastrophe > will be just as troublesome.
Faust,.............
Lennox,...........
Heathcliff,..........
Shino,............
Snow,"Lastly, we'll introduce the Northern wizards: I'm Snow."
White,"I'm the Northern wizard, White. The two of us make one."
Snow,We'll introduce the remaining three.
White,Bradley - absent.
Snow,Owen - absent.
White,Mithra - also absent. That's all.
Rutile,Are the Northern wizards busy......?
Snow,You could say they are......
White,You could also say they're not......
Mitile,"......There's no way the Northern wizards will work with us...... Everyone hates wizards because they do bad things. Don't you agree, Sir Sage?"
Narrator,"Mitile asking for my opinion makes me flustered. Snow, White, and Bradley are all Northern wizards. I don't know anything about this world, so- I can't say that they're at fault for sure."
Akira,"Rather than pointing fingers...... How about we try to figure out what we can accomplish together, and work on that instead? Cain mentioned it earlier, but if we can all live here together...... I'm sorry for making it all about myself, but I like the idea. It makes me happy because I have nowhere else to go...... It would be a relief if I could stay in the company of people that I trust."
Nero,Trust......? You're talking about us?
Akira,Yes......
Nero,Why would you trust us?
Akira,Well...... You all seem to say whatever you want...... So I don't feel like anyone's lying......
Nero,............
Akira,"The Northern wizards seem like a scary bunch, but...... It'd be nice if we could get along in time....... Stealing eyeballs and causing mental breakdowns; getting murdered by beasts...... It all sounds pretty scary, but......"
Cain,"If we want the Northern wizards to cooperate, we're going to need Oz's help. He doesn't like being friendly with others, but he's not an unnecessarily aggressive person. If we can get Oz, the strongest wizard, to keep everyone in line, I'm sure the Northern wizards will listen to him, and the people will feel at ease. Don't you agree, Prince Arthur?"
Arthur,"That's true....... It might place a burden on Sir Oz, but...... Having him here would be a relief for everyone."
Figaro,"I feel the same way. I'm speaking as a newcomer here, but the last < Great Catastrophe > was unlike any of the attacks that came before. If it was strong enough to turn ten wizards to stone this time, the next < Great Catastrophe > might be even more powerful. All of the wizards - not just from the North, but also Central, West, East, and South - have to work together to stand up to it."
Arthur,It's just as Sir Figaro says. Sir Sage......
Akira,Yes.
Arthur,"I'm thinking of holding a series of events for the Sage and his wizards: victory parades, parties, and of course, the inauguration ceremony. If we can gather all twenty-one wizards in the capital for that, it'll help to put the people at ease after the disasters they've suffered through. And if we can show that even the Northern wizards, who everyone sees as a threat, are loyal to you, Sir Sage...... I believe we can prevent any more unnecessary commotion like what happened tonight, because people fear wizards. For that reason, I'd like to go persuade Sir Oz to help us, but...... What do you think, Sir Sage?"
Akira,"I agree...... I've only met him once, but Oz seemed reliable. It would be incredibly reassuring if he would take our side. But......"
Arthur,But?
Narrator,I hold my tongue.
Narrator,"What did that passage written in the sage's manual mean, then? ""Prince Arthur is so easy to get along with. Life at the magic headquarters would be so much more enjoyable if he were one of the wizards here."" ""But Oz would probably never allow it. He always disappears whenever Arthur comes to visit, and staunchly refuses to meet him."""
Akira,"......No, it's nothing. Let's go persuade Oz."
Arthur,"Yes. I'll do my best, Sir Sage."
Snow,Then it's decided. That's enough for tonight.
White,All of you can feel free to choose a room to rest in.
Chloe,"I'm glad everyone seems nice! Rustica, I'll go find a room for you."
Rustica,"Thank you, Chloe."
Cain,"I thought we were just going to introduce ourselves, but it basically turned into a meeting. Heath, introduce me to your friend."
Heathcliff,He's not my friend.
Shino,That's my line.
Rutile,Mitile. You shouldn't be so rude.
Mitile,"But...... That guy was so rude...... Um, can I share a room with you, nii-sama?"
Rutile,"There's nothing to be scared of here. You're all grown up now, so you should sleep alone."
Mitile,But......
Rutile,"Don't worry. Father and Mother are watching over you from heaven, Mitile."
Mitile,"....... Ah, Mister Lennox! Can we-...."
Lennox,"Sir Faust, please wait."
Faust,Leave me alone. You've got the wrong man.
Mitile,...... He seems busy......
Riquet,"Mitile, was it?"
Mitile,Ah...... Yes.
Riquet,Shall I take the room next to you?
Mitile,Really?
Riquet,"Yes, gladly. I've been taught to help the small and the weak, after all."
Mitile,I'm not weak! But thank you......
Riquet,Not at all. This is my job as a disciple of God.
Nero,............ Sigh...... I want to go home......
Shylock,Nero.
Nero,Ah...... Yes.......
Shylock,"You're a chef, is that right?"
Nero,"Well, yeah......"
Shylock,Great. Can I leave tomorrow's breakfast preparations to you?
Nero,Well...... Sure...... If it's just breakfast......
Shylock,Thank you. The kitchen is that way. ......Oh? Murr. Are you taking the painting to the kitchen? What are you going to do with it?
Murr,I'm gonna smoke Snow and White!
Snow in the portrait,"Murr, stop it!"
White in the portrait,Don't smoke us!
Narrator,"I listen to their lively conversation as I turn to make my way to my own room. As I do, I notice Arthur pensively standing in the courtyard. I don't really know what's going on between Oz and Arthur. But looking at Arthur makes me hope that we can persuade Oz to come around."
Vincent,......Arthur has been chosen as one of the Sage's wizards?
Soldier,"Yes. It seems like he's been summoned to the magic headquarters! Now that Prince Arthur is one of the chosen wizards, the people must feel more relieved!"
Vincent,......I see. You can leave now.
Soldier,Yes......!
Vincent,"............ I'm not going to let him continue playing the hero - winning over the people's hearts like that. If not for him, I would have been next in line for the throne. Drummond failed to secure the Sage, too...... Since it's come to this, I have no choice but to use the parade and the inauguration ceremony to completely destroy the people's faith in Arthur and the wizards......."
Narrator,"The three Central wizards - Arthur, Cain, Riquet - and I set out to persuade Oz. We gather in front of the elevator in the magic headquarters tower to discuss our strategy."
Cain,"Oz lives in the North, but he's a Central wizard. I think it's better for just the Central wizards to go; he probably wouldn't be too pleased if all of us showed up."
Akira,"If Oz becomes our leader, will the Northern wizards cooperate with us?"
Cain,"Yeah. Because no one can stand up to Oz. The Northern wizards dislike human festivities, so they've never joined the annual parade. The previous sage always got told off for it whenever he visited the Central castle. But if Oz is with us, you should be fine."
Akira,That's a relief to hear.
Arthur,"Even if Sir Oz isn't around, we will protect you, Sir Sage. Cain, how are your eyes?"
Cain,"Yeah. I couldn't see you guys earlier, but I can now."
Riquet,Perhaps you can't see people until you touch them?
Narrator,"At that, the rest of us turn around to look at Riquet."
Riquet,"Just now, our eyes met after I touched him."
Akira,Now that you mention it...... I think that was the case for me as well.
Arthur,Same for me.
Cain,"Now that you mention it, that might be true......."
Arthur,"I'm glad we figured out a solution, Cain."
Cain,"Yeah. It's all thanks to you, Riquet."
Narrator,"Cain's large hand reaches out to casually ruffle Riquet's hair. Riquet shrinks back stiffly, his big eyes widening in surprise."
Riquet,......Please stop. I'm a disciple of God - only those who have committed virtuous deeds are allowed to touch my body.
Cain,"What's this ""disciple of God"" that you speak of?"
Riquet,It means those of us who have this mysterious power. We have been sent by God to grant miracles to His chosen ones.
Arthur,"I've heard of this...... There's a church that refers to wizards as gods and disciples. They don't let wizards out into the world; instead, they keep them confined deep within the church walls and make them go along with their activities. Don't tell me, Riquet......"
Riquet,"The outside world is corrupted. So once this tainted mark on my forehead is erased, I intend to return to the Church."
Narrator,"Cain and Arthur look at each other. Arthur bends down, smiling kindly at Riquet."
Arthur,"The outside world isn't corrupted. Not everything is good and pure, but I believe there are many things that will bring you happiness, Riquet."
Riquet,I don't believe you. I saw people fighting yesterday too. I see how it is - wizards who are ignorant of their roles as disciples of God will lie and try to seduce me to the outside world.
Narrator,"Arthur smiles, a little wryly, as Riquet glares at him."
Arthur,"As long as you're happy, it doesn't matter which world you live in. We won't steal away your happiness. But please, don't decide that this world you know nothing about is an evil one."
Riquet,Why shouldn't I?
Arthur,"Because if you come to despair in your world, there will be nowhere left for you to go. If you make that your only paradise."
Riquet,............
Arthur,"Paradise can exist anywhere. Even if, someday, you come to be abandoned - in time you'll find someone else who needs you. No matter where we go, no matter how we live our lives, know that it's possible for you to find happiness. It's all up to you."
Riquet,......It's up to me......
Cain,"That's right. Plus, I can't see your face unless I touch you. It'd be troublesome if I couldn't do that."
Riquet,Woah...... Please stop touching my head.
Cain,"Ahaha! Sorry, my bad. All right, Sir Sage, Your Highness. Shall we go?"
Arthur,Yes.
Narrator,"Cain inserts a beautiful stone into the stone tablet in front of the elevator, and pulls the lever down."
Cain,We'll take this elevator to the Northern tower.
Akira,It's pretty convenient how you can cross national borders with an elevator.
Cain,The elevator is fueled by mana stones. Mana stones are like fossils which contain magical energy.
Narrator,"The stone casts a faint glow, diminishing slowly like a piece of burning coal before disappearing in a brilliant flash of light."
Riquet,Do you know where in Northern Country we can find Oz?
Arthur,I think Sir Oz is probably in his castle in the North.
Cain,I wonder if we can find it. I hear that it's shrouded in so many layers of illusion that few have ever seen it.
Arthur,I'll be your guide.
Riquet,Have you been there before?
Narrator,"After a brief moment of hesitation, Arthur looks at me and nods imperceptibly."
Arthur,I was raised there.
Narrator,(Elevator dings)
Narrator,"In the elevator, Arthur tells us his story as we make the journey to the Northern tower."
Arthur,"When I was born, the whole country celebrated my birth. But my father and mother kept one thing a secret. -The fact that I was born a wizard. Central Country does not discriminate against wizards, but prejudice against them still remains. Eventually, the truth got out, and...... Rumors spread about my mother being a witch who had tricked my father. My mother took them deeply to heart and grew depressed...... When I was four years old, she ordered a loyal servant to abandon me far away in the Northern mountains."
Riquet,She threw away her own child!? How horrifying......
Arthur,"I don't blame her - she must have felt truly desperate. .....It was a snowy, cold, blizzarding night...... I didn't even understand that I had been abandoned.... I kept crying, because I wanted to return to the castle. Gradually, I grew sleepier and sleepier. Before I knew it, I could no longer feel the cold. I was a child, but I realized that I was going to die. But that was when Sir Oz appeared. He took me home to his castle."
Narrator,"Shaken by Arthur's tale, I try to imagine the scene. Oz, who comes across a young child on the brink of death lying in the snowy mountainside. A freezing, tranquil moment."
Arthur,"He saved my frozen soul, provided me with meals, and gave me a bed to sleep in. He even taught me magic. That was how he raised me until I reached the age of thirteen."
Cain,Oz did......?
Arthur,"Sir Oz is a kind person. People often misunderstand him, but...... An evil man would never save a dying child. It may have been nothing but a whim on his part - but to me, he is my savior, and my master in magic. But when I turned thirteen, people from the Central castle came for me, and...... I haven't seen Sir Oz since then. Not even once; not even after he was summoned to the magic headquarters as a Central wizard........"
Cain,Why? Did you fight before you left?
Arthur,"I don't know...... When my father fell ill, and his servants came searching for me...... Sir Oz didn't say a single word. I thought I would be able to return soon afterwards, but...... ......Perhaps Sir Oz is furious with me? For forgetting his kindness in raising me, and leaving his castle behind......"
Narrator,(Clatter)
Arthur,......It looks like we've arrived. Sorry...... I got carried away talking about myself.
Akira,No...... I'm glad you told us about what happened between you and Oz. I hope you can meet him and speak to him today.
Arthur,"Thank you, Sir Sage."
Narrator,"When we arrive at the Northern tower, we're greeted with a freezing blast of cold air. We exhale snowy white puffs of breath; beyond the window, a world of pure silvery brilliance stretches out in front of our eyes. It is so cold that I can't help but shiver. But the scenery is enchantingly beautiful. So beautiful that I feel like it could suck me in."
Akira,"(The air is so clear...... The snow and the forests smell almost primordial......) (The snowy mountain ranges, the vivid blue sky...... How lovely......)"
Narrator,"Riquet seems to feel the same way. He leans out the window, gazing at the landscape with rapt enchantment."
Riquet,......It's beautiful......
Cain,"You're right...... The weather was miserable the last time I came, but Northern Country is beautiful when the sun's out."
Arthur,"I'm happy to hear that. The North is like a second home to me. Sir Sage. Once we make it over those mountains, there's a lake that's as big as the sea. Beyond that lake, at the peak of a high mountain, is Sir Oz's......"
Riquet,Woah......!
Narrator,"Suddenly, a strong wind sweeps through the air. Cain moves to shield me, one hand going to the hilt of his sword. I know this by now: an unnatural wind marks the presence of a wizard. When the wind subsides, a tall figure stands before us."
Narrator,It's Oz.
Arthur,......Sir Oz......
Oz,What business do you have in these remote lands? Leave.
Narrator,Everyone freezes at Oz's harsh voice. But Arthur still pleads in desperation.
Arthur,"Sir Oz, please hear us out."
Oz,I'm telling you to go home.
Arthur,"Sir Oz, it's me, Arthur. I might have grown taller, but I'm Arthur - the boy you raised."
Oz,...........
Arthur,"I apologize for not even sending a letter after all this time. Please, forgive me for my ingratitude. Even if...... Even if you cannot forgive me, please listen to what they have to say. We would like you to lend us your strength, Sir Oz."
Narrator,"My chest grows warm at the slight quaver in Arthur's voice. Cain seems to be similarly moved; he places his arm around Arthur's shoulders, and calls out to Oz."
Cain,"That's right, Oz. Come to the magic headquarters, and lead us. You're the only one who can. The humans will feel at ease if they realize that you and the Northern wizards are on their side. But leaving that aside, you should forgive Prince Arthur! Hasn't he apologized enough?"
Oz,"This has nothing to do with you, knight from Central."
Cain,It has everything to do with me. He is my lord. And you are my comrade.
Arthur,Cain......
Riquet,Oz! I hear that you're the strongest wizard in the land. Then please tell me how to get rid of this mark. Please release me from this role. I never asked for this!
Narrator,"Riquet pleads with a raised voice. Oz turns both eyes on him, his gaze cold."
Oz,That goes for us all. We are all burdened with roles we never wished for. Do not assume that you alone can escape.
Riquet,............
Oz,Sage. Do not get involved with me. Take them back to the magic headquarters in Central.
Akira,But......
Oz,This is no place for people like you. I've warned you.
Arthur,"Please wait, Sir Oz......!"
Narrator,"Arthur reaches out towards Oz as he turns to leave. In that moment, Oz catches sight of the crest on the back of Arthur's hand...... And for the first time, his expression changes. His eyes widen with a shock akin to despair."
Oz,......Why......
Arthur,"I have also been summoned. I, too, am one of the wizards at the magic headquarters! Just like you, Sir Oz! I am not speaking to you as the prince of Central Country! Please, come with us......!"
Oz,............
Oz,............
Narrator,"Oz vanishes like fallen snow, leaving Arthur's pleas hanging in the air. We are left behind in this beautiful world."
Arthur,......Sir Oz......
Cain,"Please cheer up, Your Highness...... I'm sure you'll make up one day."
Arthur,......Thank you.
Riquet,I can't escape from this role......? ......How am I supposed to tell Father Priest about my disgrace......
Narrator,"The icy cold air sparkles under the vivid blue skies. We've failed to persuade Oz. Arthur's expression as he stands there, silent and still, is so painful that I can't bear to look at it."
Narrator,(Rumble)
Narrator,"Then, the distant sound of rumbling earth."
Riquet,......What is this sound.......? Don't tell me...... It's the roar of some creature.......?
Narrator,"Cain's grim gaze sweeps across the landscape, and he grasps our hands."
Cain,Let's return to the magic headquarters. Right now.
Akira,Y-yes.
Cain,"You too, Prince Arthur."
Arthur,......Ah......
Narrator,"Arthur looks up helplessly, and freezes in his tracks. He gazes intently out the window, his limpid eyes blown wide open. It is impossible to get a clear view out the narrow window, but it looks like a gigantic white creature - so huge it blots out the entire expanse of glittering frost and blue skies. The stomach of the creature writhes and squirms as it ascends. If we could get a closer look, I'm sure it would be bigger than a bullet train...... Bigger even than an oil tanker ship."
Riquet,......Is that a Grand Dragon.......? I thought they had gone extinct in the distant past......?
Narrator,(Roar)
Narrator,"In the next second, a deafening roar resounds throughout the ground. The walls of the Northern tower start to tremble violently, spraying fine grains of crumbling sand."
Cain,"Hurry, to the elevator!"
Riquet,......Got it!
Arthur,"Sir Sage, this way!"
Narrator,"We make a flying leap onto the elevator. Beyond the window, the giant creature flying in the sky notices the tower, and turns to charge towards us. It looms steadily closer with every beat of its wings, as the wind becomes a typhoon so strong that we stagger under its force."
Cain,"Move, move, move......!"
Narrator,"The creature is so huge that it could very well knock down the Northern tower simply by crashing into it. Arthur shields me, and I grip Riquet's hand tightly as I look out the window beyond the elevator doors. The last thing we see is - the gigantic creature's jaw and fangs gaping wide open. And then...... A shadow appears, standing between the tower and the creature, as if protecting us from it."
Narrator,"It was only for a split second - it might have been my imagination. Maybe nobody else noticed. Not even Arthur, who had been protecting me. But I was certain that I saw him."
Akira,(......Oz......!?)
Narrator,Oz raises his staff towards the sky. And the doors of the elevator close.
Riquet,......That surprised me......
Cain,"That wasn't my imagination, right...... Did you guys see it too?"
Arthur,"Yes....... That was indeed a Grand Dragon, like the ones I've seen illustrated in books......"
Riquet,I thought unicorns were the only creatures who could wield magic like us?
Cain,To think that even the Grand Dragon would come back to life...... Was this also caused by the < Great Catastrophe >......?
Narrator,"The wizards turn pale; even to them, that gigantic creature was a fearsome existence."
Narrator,(Footsteps)
Narrator,That's when Shino approaches us.
Shino,"Looks like you ran into a monster. I saw one in the Eastern forest, too."
Cain,The Eastern forest? Do you mean Sherwood Forest?
Shino,Yeah. I ran into a wyvern. It was a tough opponent.
Cain,You defeated it?
Shino,Yeah.
Cain,You're amazing!
Narrator,Shino looks a bit pleased at Cain's praise.
Shino,"Well, yeah."
Arthur,"......I need to report this to the ministers...... Sorry, I'll have to return to the castle for a bit."
Cain,Understood. Shall we postpone the parade and the inauguration ceremony?
Arthur,"No, we'll hold them as planned. We need to offer the people hope after the suffering they went through under the < Great Catastrophe >. I'm sorry that I keep asking for you to lend me your strength, but please work with me."
Akira,Yes.
Cain,Gladly.
Riquet,......I understand.
Shino,"A parade and a party? Do I get anything for participating? Can I become someone of status, like the Master of Blanchett?"
Arthur,You can become a hero. Everyone will look forward to witnessing your great deeds.
Narrator,Shino raises his eyebrow and grins.
Shino,"A hero, huh. Not bad."
